"PatternId_decimal",description,"killchain_stage",name,objective,"pattern_updated",scenario,scenarioFriendly,severity,"show_in_ui",tactic,technique
30998,"Experimental detection.",Unknown,LinExperimental3,"Falcon Detection Method","1698430764.0","known_malware","Known malware",10,False,"Falcon Overwatch","Malicious Activity"
30999,"Experimental detection.",Unknown,LinExperimental4,"Falcon Detection Method","1698430764.0","known_malware","Known malware",10,False,"Falcon Overwatch","Malicious Activity"
40000,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when RegCredAccess* patterns trigger.",Unknown,,,"1698430764.0","internal_control","Internal control",10,False,,
40001,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when SuspiciousLsassMemoryRead* patterns trigger.",Unknown,,,"1698430764.0","internal_control","Internal control",10,False,,
40002,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when LsassInjectedCode* patterns trigger.",Unknown,,,"1698429517.0","internal_control","Internal control",10,False,,
40003,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when RemoteInjectedCode* patterns trigger.",Unknown,,,"1698429517.0","internal_control","Internal control",10,False,,
40004,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when LsassCodePatched pattern triggers.",Unknown,,,"1698429517.0","internal_control","Internal control",10,False,,
40005,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when RemoteCodePatched pattern triggers.",Unknown,,,"1698429517.0","internal_control","Internal control",10,False,,
40006,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when RemoteCodePatched pattern triggers.",Unknown,,,"1698429517.0","internal_control","Internal control",10,False,,
40008,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when *TokenImpersonation patterns trigger.",Unknown,,,"1698430764.0","internal_control","Internal control",10,False,,
40009,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when ProcessIntegrityElevation* patterns trigger.",Unknown,,,"1698430764.0","internal_control","Internal control",10,False,,
40010,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when SvchostRunByUnexpectedProcess pattern triggers.",Unknown,,,"1698430764.0","internal_control","Internal control",10,False,,
40017,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when RemotePivot* pattern triggers.",Unknown,,,"1698430764.0","internal_control","Internal control",10,False,,
40018,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when RemoteImagePatched pattern triggers.",Unknown,,,"1698430764.0","internal_control","Internal control",10,False,,
40019,"CONTROL BEHAVIOR: Set to cloudable to send DetectAnalysis events when a basic process template instance triggers.",Unknown,,,"1698429517.0","internal_control","Internal control",10,False,,
41000,"A process triggered a critical severity custom rule.",Unknown,CustomIOAWinCritical,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",90,True,"Custom Intelligence","Indicator of Attack"
41001,"A process triggered a high severity custom rule.",Unknown,CustomIOAWinHigh,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",70,True,"Custom Intelligence","Indicator of Attack"
41002,"A process triggered a medium severity custom rule.",Unknown,CustomIOAWinMedium,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",50,True,"Custom Intelligence","Indicator of Attack"
41003,"A process triggered a low severity custom rule.",Unknown,CustomIOAWinLow,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",30,True,"Custom Intelligence","Indicator of Attack"
41004,"A process triggered an informational severity custom rule.",Unknown,CustomIOAWinLowest,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",10,True,"Custom Intelligence","Indicator of Attack"
41005,"A process triggered a critical severity custom rule.",Unknown,CustomIOAMacCritical,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",90,True,"Custom Intelligence","Indicator of Attack"
41006,"A process triggered a high severity custom rule.",Unknown,CustomIOAMacHigh,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",70,True,"Custom Intelligence","Indicator of Attack"
41007,"A process triggered a medium severity custom rule.",Unknown,CustomIOAMacMedium,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",50,True,"Custom Intelligence","Indicator of Attack"
41008,"A process triggered a low severity custom rule.",Unknown,CustomIOAMacLow,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",30,True,"Custom Intelligence","Indicator of Attack"
41009,"A process triggered an informational severity custom rule.",Unknown,CustomIOAMacLowest,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",10,True,"Custom Intelligence","Indicator of Attack"
41010,"A process triggered a critical severity custom rule.",Unknown,CustomIOALinCritical,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",90,True,"Custom Intelligence","Indicator of Attack"
41011,"A process triggered a high severity custom rule.",Unknown,CustomIOALinHigh,"Falcon Detection Method","1698429517.0","suspicious_activity","Suspicious activity",70,True,"Custom Intelligence","Indicator of Attack"
41012,"A process triggered a medium severity custom rule.",Unknown,CustomIOALinMedium,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",50,True,"Custom Intelligence","Indicator of Attack"
41013,"A process triggered a low severity custom rule.",Unknown,CustomIOALinLow,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",30,True,"Custom Intelligence","Indicator of Attack"
41014,"A process triggered an informational severity custom rule.",Unknown,CustomIOALinLowest,"Falcon Detection Method","1698430764.0","suspicious_activity","Suspicious activity",10,True,"Custom Intelligence","Indicator of Attack"
41100,"Developer Options enabled in the Settings app. Trigger based on periodic scan and content observer on System Settings.",Unknown,DeveloperOptionsEnabled,"Falcon Detection Method","1698429517.0","attacker_methodology","Attacker Methodology",30,True,"Insecure security posture","Bad device settings"
41101,"Privileged control (root access) that bypasses built-in security restrictions. Trigger based on a periodic scan and scan after boot, adb enabled or developer options enabled.",Installation,RootAccessDetected,"Gain Access","1698430764.0","privilege_escalation","Privilege escalation",90,True,"Privilege Escalation","Exploit OS Vulnerability"
